transaction_id,customer_id,account_id,merchant_id,date_id,amount,transaction_type,payment_mode,status,fee_amount,discount_amount,net_amount
1787,456,194,240,587,10204,Debit,Cash,Failed,38,161,10005
1788,193,451,167,573,1062,Debit,Cash,Success,0,149,913
1789,96,282,48,205,5635,Credit,Credit Card,Failed,13,32,5590
1790,138,524,225,434,1655,Debit,Net Banking,Failed,13,88,1554
1791,165,91,32,169,1059,Debit,Credit Card,Success,6,82,971
1792,13,139,87,471,5943,Credit,Cash,Failed,12,23,5908
1793,122,100,278,563,7728,Debit,Cash,Success,7,41,7680
1794,96,186,216,778,9370,Credit,UPI,Failed,2,45,9323
1795,178,518,224,502,10806,Credit,UPI,Failed,35,108,10663
1796,366,187,294,694,12434,Credit,Credit Card,Failed,27,71,12336
1797,137,536,160,699,4303,Credit,Net Banking,Success,43,80,4180
1798,459,516,254,661,9720,Credit,Credit Card,Failed,1,17,9702
1799,161,24,4,924,5332,Credit,Cash,Failed,10,16,5306
1800,139,358,101,1074,4403,Credit,Debit Card,Failed,47,196,4160
1801,22,674,157,68,4141,Credit,UPI,Success,2,191,3948
1802,213,380,40,234,9274,Credit,Credit Card,Failed,42,72,9160
1803,155,672,146,860,10951,Credit,Net Banking,Success,46,175,10730
1804,498,698,145,165,3102,Debit,UPI,Success,43,132,2927
1805,299,694,139,973,745,Debit,Credit Card,Failed,0,113,632
1806,59,596,164,187,5258,Credit,Debit Card,Success,9,174,5075
1807,360,667,89,290,2863,Debit,UPI,Failed,33,109,2721
1808,276,337,112,472,4644,Debit,UPI,Success,4,87,4553
1809,422,84,21,175,2665,Credit,UPI,Failed,0,27,2638
1810,451,66,119,575,3197,Debit,UPI,Success,3,138,3056
1811,49,193,209,387,6136,Debit,Debit Card,Failed,45,177,5914
1812,326,37,61,634,9203,Debit,UPI,Failed,43,111,9049
1813,165,115,67,398,7201,Credit,Debit Card,Failed,23,155,7023
1814,236,450,59,942,7710,Debit,Net Banking,Success,6,124,7580
1815,99,549,54,130,6360,Debit,UPI,Success,8,193,6159
1816,92,606,221,241,422,Credit,Cash,Success,10,104,308
1817,381,339,145,510,5965,Debit,Cash,Failed,10,56,5899
1818,158,238,278,811,5282,Debit,Debit Card,Failed,19,142,5121
1819,286,441,153,894,322,Credit,Cash,Success,13,144,165
1820,324,176,143,223,3067,Debit,UPI,Success,0,160,2907
1821,373,627,197,1084,14768,Credit,Credit Card,Failed,30,124,14614
1822,159,325,173,337,3231,Credit,Credit Card,Failed,34,200,2997
1823,324,205,203,950,1250,Debit,Net Banking,Failed,30,129,1091
1824,429,383,142,863,7202,Debit,Net Banking,Success,46,94,7062
1825,487,15,179,264,7136,Debit,Cash,Failed,1,175,6960
1826,457,500,165,992,8608,Credit,Net Banking,Failed,18,116,8474
1827,161,452,257,987,7822,Debit,Net Banking,Success,17,34,7771
1828,426,66,232,457,8208,Debit,Debit Card,Success,11,81,8116
1829,168,243,183,10,4883,Debit,Credit Card,Failed,7,188,4688
1830,158,401,119,732,8561,Debit,Net Banking,Success,43,200,8318
1831,57,24,30,451,7620,Debit,UPI,Failed,37,130,7453
1832,157,93,141,57,4327,Credit,Debit Card,Failed,16,75,4236
1833,37,151,266,845,5108,Credit,Net Banking,Failed,26,50,5032
1834,386,551,205,64,1553,Credit,Net Banking,Success,3,182,1368
1835,284,149,4,508,860,Debit,Debit Card,Success,35,152,673
1836,96,241,261,433,4075,Debit,UPI,Failed,46,177,3852
1837,240,296,162,24,4603,Debit,Net Banking,Failed,26,64,4513
1838,359,550,229,757,6413,Debit,Cash,Success,5,196,6212
1839,43,197,25,38,777,Debit,Net Banking,Success,31,60,686
1840,465,87,158,305,13363,Credit,UPI,Failed,23,46,13294
1841,382,395,219,691,13284,Credit,Debit Card,Success,32,165,13087
1842,369,508,77,528,5108,Debit,UPI,Success,1,119,4988
1843,333,415,130,212,4468,Credit,UPI,Success,33,155,4280
1844,88,269,160,916,11329,Debit,Net Banking,Success,33,40,11256
1845,101,97,87,707,12100,Debit,Credit Card,Success,0,183,11917
1846,11,667,173,97,2241,Debit,UPI,Failed,23,66,2152
1847,442,469,236,117,8893,Debit,Cash,Success,23,27,8843
1848,210,35,265,437,270,Debit,Credit Card,Success,21,156,93
1849,67,548,101,171,9972,Credit,Debit Card,Success,4,192,9776
1850,361,41,189,594,10894,Credit,Net Banking,Failed,20,121,10753
1851,175,608,145,942,9122,Credit,UPI,Failed,1,65,9056
1852,485,662,100,776,3545,Debit,Debit Card,Success,26,84,3435
1853,253,109,128,539,9828,Credit,Debit Card,Failed,45,71,9712
1854,8,505,236,1006,5409,Debit,Debit Card,Success,11,16,5382
1855,194,249,203,616,10419,Debit,Credit Card,Failed,45,105,10269
1856,313,376,188,685,2585,Debit,UPI,Failed,50,41,2494
1857,461,482,59,982,4528,Credit,Net Banking,Failed,30,110,4388
1858,326,577,284,309,6993,Credit,Cash,Success,50,0,6943
1859,412,85,243,565,6020,Credit,Debit Card,Success,17,43,5960
1860,76,6,204,1019,16057,Debit,UPI,Success,50,179,15828
1861,97,298,184,782,8141,Credit,Credit Card,Failed,12,198,7931
1862,309,453,132,407,8452,Debit,Cash,Failed,42,30,8380
1863,80,349,53,750,9022,Debit,Debit Card,Success,43,190,8789
1864,304,57,97,892,10914,Debit,UPI,Failed,13,147,10754
1865,89,91,120,683,2791,Credit,Credit Card,Success,18,85,2688
1866,391,424,148,708,9073,Debit,Credit Card,Success,20,119,8934
1867,272,549,180,256,3443,Credit,Credit Card,Success,34,67,3342
1868,290,313,245,86,3354,Credit,UPI,Failed,3,115,3236
1869,130,152,114,874,3843,Debit,UPI,Success,31,196,3616
1870,129,519,290,981,7064,Debit,Cash,Failed,38,153,6873
1871,62,333,15,581,1750,Debit,Debit Card,Success,3,124,1623
1872,177,8,14,514,8353,Debit,Debit Card,Success,18,25,8310
1873,438,420,111,284,9274,Credit,UPI,Failed,39,171,9064
1874,452,314,34,655,6296,Debit,Net Banking,Success,7,25,6264
1875,153,112,292,844,11407,Debit,Net Banking,Failed,32,70,11305
1876,210,395,153,451,5727,Debit,Cash,Success,37,18,5672
1877,212,364,48,762,3572,Credit,Debit Card,Success,21,131,3420
1878,248,664,27,754,7192,Debit,Cash,Success,16,98,7078
1879,142,532,19,182,3701,Debit,UPI,Success,19,109,3573
1880,461,53,35,138,1651,Credit,Net Banking,Success,12,7,1632
1881,479,41,50,694,5482,Debit,Net Banking,Failed,7,148,5327
1882,240,134,258,164,3431,Debit,UPI,Failed,25,72,3334
1883,5,397,8,695,5525,Credit,Credit Card,Success,25,151,5349
1884,276,128,265,937,9544,Debit,Net Banking,Success,46,21,9477
1885,354,523,202,986,11968,Debit,Cash,Failed,27,123,11818
1886,477,425,143,922,5210,Debit,Net Banking,Success,3,37,5170
1887,63,292,156,301,11341,Credit,Credit Card,Success,5,189,11147
1888,98,408,286,961,7352,Credit,UPI,Failed,18,113,7221
1889,3,70,270,994,8065,Debit,UPI,Failed,32,199,7834
1890,483,111,66,1057,14832,Debit,Debit Card,Failed,45,121,14666
1891,118,361,249,736,4487,Debit,Net Banking,Success,32,60,4395
1892,85,98,273,518,596,Credit,Cash,Success,47,145,404
1893,4,443,61,645,1341,Credit,Cash,Success,47,190,1104
1894,456,502,70,230,4186,Credit,Net Banking,Success,42,73,4071
1895,280,106,149,303,7122,Debit,Credit Card,Success,3,24,7095
1896,216,378,244,58,3161,Debit,UPI,Success,24,140,2997
1897,98,594,266,1030,3346,Debit,Debit Card,Success,3,75,3268
1898,31,691,143,896,11654,Debit,Debit Card,Success,28,159,11467
1899,431,370,244,966,2202,Debit,Debit Card,Success,30,121,2051
1900,410,609,268,1057,16869,Credit,Net Banking,Success,49,30,16790
1901,18,693,202,555,4847,Credit,Debit Card,Failed,41,168,4638
1902,236,232,9,934,11006,Debit,Credit Card,Success,35,150,10821
1903,245,565,38,989,11337,Credit,Debit Card,Failed,35,132,11170
1904,273,428,57,39,6742,Debit,Credit Card,Failed,39,74,6629
1905,224,218,232,831,4377,Credit,Debit Card,Failed,7,32,4338
1906,291,10,299,262,1680,Debit,Cash,Success,33,125,1522
1907,69,39,162,42,6939,Credit,Debit Card,Failed,27,20,6892
1908,340,495,93,814,10680,Debit,Credit Card,Success,31,152,10497
1909,390,303,208,108,3402,Credit,Net Banking,Failed,7,146,3249
1910,200,595,226,281,13069,Debit,UPI,Success,11,59,12999
1911,404,60,250,922,11870,Debit,UPI,Success,49,63,11758
1912,437,73,126,535,1719,Credit,Debit Card,Success,17,92,1610
1913,139,356,135,703,4004,Credit,Credit Card,Failed,32,179,3793
1914,200,517,253,992,10755,Credit,UPI,Success,13,160,10582
1915,489,140,7,267,2463,Debit,UPI,Failed,20,150,2293
1916,230,210,212,444,3201,Debit,Debit Card,Success,7,77,3117
1917,428,366,46,886,2954,Credit,Credit Card,Success,1,181,2772
1918,52,44,234,464,6957,Debit,Credit Card,Success,49,191,6717
1919,397,409,21,444,3808,Credit,Net Banking,Success,34,44,3730
1920,42,568,179,467,8692,Debit,Debit Card,Success,23,115,8554
1921,380,698,189,1022,3742,Debit,UPI,Success,46,159,3537
1922,477,281,217,888,5239,Credit,Cash,Success,43,170,5026
1923,447,529,113,450,10600,Credit,Net Banking,Failed,18,24,10558
1924,178,579,160,1007,9921,Debit,UPI,Failed,50,190,9681
1925,210,592,234,484,469,Credit,Debit Card,Success,38,53,378
1926,85,284,225,774,1642,Debit,Credit Card,Success,37,65,1540
1927,40,561,64,183,3150,Credit,Credit Card,Success,11,86,3053
1928,87,377,42,430,1918,Credit,UPI,Success,43,19,1856
1929,394,647,99,671,15321,Debit,Credit Card,Failed,27,138,15156
1930,418,604,121,423,4310,Debit,Debit Card,Failed,26,8,4276
1931,51,505,22,1056,374,Debit,Debit Card,Failed,12,109,253
1932,6,549,293,656,6241,Debit,Credit Card,Failed,7,150,6084
1933,54,661,114,785,3418,Credit,Credit Card,Failed,28,93,3297
1934,133,61,221,639,15084,Credit,Credit Card,Failed,2,171,14911
1935,499,174,266,366,8675,Debit,UPI,Failed,37,34,8604
1936,269,231,232,301,11160,Debit,Net Banking,Success,20,128,11012
1937,326,229,10,616,3939,Debit,Debit Card,Failed,11,112,3816
1938,274,691,147,921,2104,Debit,Credit Card,Success,27,158,1919
1939,407,170,180,359,3430,Debit,Credit Card,Success,1,154,3275
1940,133,318,280,80,8508,Credit,Net Banking,Failed,47,94,8367
1941,392,299,289,847,11548,Debit,Debit Card,Failed,14,156,11378
1942,203,126,21,231,4928,Debit,Net Banking,Success,35,61,4832
1943,118,279,273,543,7240,Debit,Net Banking,Failed,48,73,7119
1944,435,179,35,3,3248,Debit,Cash,Success,41,122,3085
1945,472,431,102,965,7894,Debit,UPI,Success,14,182,7698
1946,159,23,34,979,9262,Debit,UPI,Failed,21,8,9233
1947,430,441,222,12,723,Debit,Cash,Success,10,187,526
1948,148,68,53,535,10535,Debit,Net Banking,Success,18,34,10483
1949,126,229,171,668,14972,Credit,Debit Card,Failed,48,18,14906
1950,194,662,298,134,5276,Debit,Cash,Failed,28,112,5136
1951,456,144,199,710,1228,Debit,Debit Card,Failed,29,159,1040
1952,57,238,113,124,8109,Credit,Debit Card,Failed,3,107,7999
1953,120,338,296,383,5590,Credit,Net Banking,Success,23,65,5502
1954,351,152,140,843,8346,Debit,Net Banking,Success,7,161,8178
1955,324,452,190,637,1533,Debit,UPI,Failed,35,199,1299
1956,226,124,142,62,9592,Credit,Net Banking,Success,26,113,9453
1957,147,370,280,522,2574,Debit,Cash,Success,7,51,2516
1958,350,512,31,994,9421,Debit,Debit Card,Success,50,118,9253
1959,105,57,55,553,10709,Debit,Credit Card,Failed,42,19,10648
1960,185,175,217,947,9301,Credit,UPI,Success,4,94,9203
1961,54,115,231,17,3020,Credit,Net Banking,Success,18,82,2920
1962,132,147,29,155,6311,Debit,Credit Card,Failed,30,141,6140
1963,393,698,43,841,660,Debit,Debit Card,Failed,5,127,528
1964,407,381,145,220,8899,Debit,Credit Card,Failed,40,112,8747
1965,208,111,131,953,8391,Debit,Debit Card,Success,41,104,8246
1966,224,548,209,128,4283,Debit,Net Banking,Success,23,160,4100
1967,14,511,173,177,9923,Credit,Cash,Success,43,128,9752
1968,186,214,76,799,5509,Debit,Cash,Failed,48,62,5399
1969,261,317,6,402,6016,Credit,Net Banking,Success,35,17,5964
1970,325,101,208,340,6516,Credit,Net Banking,Success,0,189,6327
1971,85,247,173,325,6090,Credit,UPI,Success,34,133,5923
1972,89,23,272,216,8505,Credit,UPI,Success,14,160,8331
1973,379,500,9,432,331,Credit,Credit Card,Failed,0,174,157
1974,337,614,29,783,1584,Debit,Credit Card,Success,1,162,1421
1975,61,681,183,235,436,Debit,Debit Card,Success,42,112,282
1976,63,683,154,959,10262,Credit,UPI,Success,22,37,10203
1977,258,143,299,1009,13941,Credit,UPI,Failed,32,118,13791
1978,249,4,270,795,7303,Debit,Credit Card,Failed,32,153,7118
1979,420,387,243,668,5101,Debit,Net Banking,Success,31,157,4913
1980,199,695,47,774,6980,Credit,Credit Card,Failed,39,107,6834
1981,35,247,109,141,828,Credit,Debit Card,Success,23,32,773
1982,36,654,106,891,3928,Debit,Credit Card,Failed,8,167,3753
1983,410,658,262,1082,14420,Credit,Debit Card,Failed,45,28,14347
1984,121,478,55,733,9305,Credit,Cash,Success,48,13,9244
1985,391,663,231,171,7748,Debit,Debit Card,Success,26,66,7656
1986,441,692,43,233,5647,Credit,UPI,Success,49,76,5522
1987,75,56,282,743,192,Debit,Credit Card,Success,11,93,88
1988,1,520,79,390,7022,Credit,UPI,Failed,46,138,6838
1989,150,251,50,657,9517,Credit,Credit Card,Success,15,88,9414
1990,205,6,34,420,4892,Credit,Cash,Failed,1,24,4867
1991,160,268,280,447,3171,Debit,UPI,Failed,22,122,3027
1992,144,456,166,910,6680,Debit,Net Banking,Success,39,139,6502
1993,361,691,261,31,4077,Debit,Net Banking,Failed,18,56,4003
1994,93,183,114,810,8308,Debit,Net Banking,Success,3,11,8294
1995,299,372,196,808,11516,Credit,Debit Card,Success,47,142,11327
1996,137,110,221,940,3609,Credit,Credit Card,Success,46,190,3373
1997,395,596,101,859,10222,Credit,Cash,Failed,45,143,10034
1998,54,602,89,468,343,Debit,Debit Card,Failed,42,4,297
1999,7,593,32,856,7754,Credit,Credit Card,Failed,39,196,7519
2000,13,483,279,1059,14351,Debit,Cash,Success,37,57,14257
2001,312,167,44,65,6135,Credit,Net Banking,Failed,43,91,6001
2002,322,340,294,1053,7585,Credit,Credit Card,Failed,11,112,7462
2003,274,284,189,58,4760,Debit,Credit Card,Failed,38,84,4638
2004,438,21,125,508,10595,Credit,Cash,Failed,26,180,10389
2005,129,99,256,310,11838,Debit,Cash,Success,39,125,11674
2006,162,515,251,74,406,Credit,Credit Card,Success,31,35,340
2007,127,637,30,205,1018,Debit,Credit Card,Failed,34,63,921
2008,65,511,184,461,8048,Credit,Debit Card,Failed,12,92,7944
2009,456,22,111,727,3740,Credit,Net Banking,Success,21,199,3520
2010,297,689,86,584,6428,Credit,Credit Card,Failed,19,134,6275
2011,182,294,246,552,1323,Credit,Net Banking,Success,14,113,1196
2012,94,600,70,61,1200,Credit,Net Banking,Success,48,24,1128
2013,104,521,286,500,9782,Credit,Credit Card,Success,30,81,9671
2014,492,337,114,139,8003,Credit,Credit Card,Failed,23,7,7973
2015,60,90,265,121,7158,Debit,Net Banking,Success,3,113,7042
2016,463,366,210,80,7678,Credit,Credit Card,Success,3,197,7478
2017,448,332,55,317,9345,Credit,UPI,Failed,41,61,9243
2018,292,46,299,607,5537,Credit,Debit Card,Success,13,9,5515
2019,378,171,45,906,5151,Debit,Credit Card,Failed,46,191,4914
2020,483,565,290,616,3550,Debit,Debit Card,Failed,8,153,3389
2021,104,69,218,281,348,Credit,Net Banking,Failed,9,120,219
2022,330,442,247,704,8221,Credit,UPI,Failed,2,31,8188
2023,138,171,32,836,2244,Credit,Net Banking,Success,19,7,2218
2024,102,130,280,881,5738,Debit,Credit Card,Failed,43,184,5511
2025,17,357,12,952,3553,Credit,Net Banking,Failed,8,180,3365
2026,315,655,29,562,745,Debit,UPI,Failed,42,68,635
2027,179,452,83,128,6343,Credit,Credit Card,Failed,39,38,6266
2028,102,407,227,63,4483,Debit,Net Banking,Failed,30,127,4326
2029,478,512,176,41,4936,Debit,Debit Card,Failed,41,188,4707
2030,330,477,283,1085,4555,Debit,Debit Card,Failed,33,180,4342
2031,1,638,27,86,724,Credit,Debit Card,Failed,26,49,649
2032,311,682,299,598,4054,Debit,Credit Card,Failed,41,112,3901
2033,275,57,183,1042,14558,Debit,Debit Card,Success,46,115,14397
2034,267,426,134,597,10604,Credit,Cash,Failed,27,199,10378
2035,59,15,68,730,13507,Credit,Credit Card,Failed,39,83,13385
2036,397,198,48,807,9074,Credit,UPI,Failed,10,36,9028
2037,230,368,186,225,8775,Debit,UPI,Failed,33,33,8709
2038,95,68,152,686,14389,Credit,Credit Card,Failed,14,176,14199
2039,263,135,188,257,666,Credit,UPI,Success,45,138,483
2040,180,151,71,894,7305,Debit,Net Banking,Success,17,175,7113
2041,80,534,148,7,5484,Debit,Net Banking,Failed,39,97,5348
2042,118,301,86,190,9337,Credit,UPI,Failed,4,198,9135
2043,496,313,298,171,6337,Credit,UPI,Failed,18,24,6295
2044,380,562,297,286,4884,Debit,Credit Card,Success,12,130,4742
2045,143,552,22,997,8715,Credit,UPI,Failed,27,30,8658
2046,268,176,30,962,841,Credit,UPI,Success,1,8,832
2047,280,549,143,570,10601,Debit,Net Banking,Failed,32,96,10473
2048,361,550,32,256,3029,Credit,UPI,Success,27,138,2864
2049,447,664,154,857,1468,Credit,Credit Card,Success,49,97,1322
2050,292,699,221,355,5808,Debit,Net Banking,Failed,12,148,5648
2051,309,508,167,554,133,Debit,Net Banking,Success,31,119,-17
2052,440,500,49,209,2182,Credit,Credit Card,Success,27,180,1975
2053,81,360,299,614,8611,Debit,Cash,Failed,19,74,8518
2054,165,273,21,410,2530,Credit,Credit Card,Failed,13,123,2394
2055,197,342,9,772,6161,Debit,Cash,Failed,2,62,6097
2056,225,678,188,426,9592,Debit,Cash,Success,12,29,9551
2057,429,329,113,329,11590,Credit,UPI,Success,14,50,11526
2058,268,597,17,789,7913,Debit,Net Banking,Success,36,28,7849
2059,418,154,189,536,3539,Credit,Debit Card,Success,18,29,3492
2060,478,550,14,644,8804,Credit,Credit Card,Success,25,24,8755
2061,387,159,263,608,7914,Credit,Net Banking,Success,43,44,7827
2062,433,173,142,1021,17197,Debit,Net Banking,Success,44,64,17089
2063,177,568,270,237,4685,Credit,Cash,Success,46,181,4458
2064,154,655,146,1004,5179,Debit,Debit Card,Failed,7,142,5030
2065,375,275,183,738,6594,Credit,Cash,Failed,39,27,6528
2066,90,630,121,188,7059,Debit,Debit Card,Success,4,24,7031
2067,111,69,160,1018,13741,Debit,Credit Card,Success,41,14,13686
2068,23,314,271,348,12379,Credit,Debit Card,Success,8,122,12249
2069,373,589,71,115,8948,Debit,Credit Card,Success,28,78,8842
2070,199,92,289,555,9012,Credit,Debit Card,Failed,27,104,8881
2071,9,549,175,750,6193,Credit,Net Banking,Success,1,94,6098
2072,83,666,168,1053,17323,Credit,Net Banking,Failed,48,96,17179
2073,235,586,208,231,9403,Credit,Net Banking,Success,32,174,9197
2074,73,121,57,559,5282,Credit,Cash,Failed,27,103,5152
2075,183,117,148,547,7361,Debit,Net Banking,Success,19,66,7276
2076,406,150,61,1079,7787,Credit,Credit Card,Failed,47,120,7620
2077,399,563,21,806,11070,Debit,Cash,Failed,18,67,10985
2078,356,562,94,1082,4837,Credit,Credit Card,Success,26,88,4723
2079,52,32,44,89,227,Debit,Credit Card,Success,39,68,120
2080,214,264,252,268,1462,Credit,Debit Card,Success,46,176,1240
2081,84,120,54,560,7997,Credit,Debit Card,Failed,47,174,7776
2082,220,499,27,321,12699,Debit,Cash,Failed,10,59,12630
2083,25,167,44,567,735,Debit,Credit Card,Success,43,190,502
2084,320,529,167,395,6611,Debit,UPI,Success,6,4,6601
2085,430,204,79,332,7428,Credit,Cash,Success,3,111,7314
2086,9,639,13,789,3439,Credit,Debit Card,Failed,19,65,3355
2087,127,496,239,279,1401,Debit,Credit Card,Failed,27,175,1199
2088,492,699,246,339,7928,Credit,Net Banking,Failed,18,23,7887
2089,38,113,13,644,5547,Debit,Net Banking,Success,14,166,5367
2090,192,488,92,470,4816,Credit,UPI,Success,23,169,4624
2091,71,270,189,875,590,Debit,UPI,Failed,45,163,382
2092,100,495,284,113,2557,Credit,Cash,Success,7,161,2389
2093,283,430,244,213,9546,Debit,Cash,Failed,46,156,9344
2094,272,238,112,230,6508,Debit,Net Banking,Failed,22,158,6328
2095,379,406,203,338,11792,Debit,Debit Card,Failed,9,139,11644
2096,281,512,188,967,7086,Credit,Credit Card,Success,15,34,7037
2097,189,143,109,589,8619,Credit,UPI,Success,16,52,8551
2098,286,320,88,1065,10247,Credit,Cash,Success,7,111,10129
2099,76,399,50,813,11326,Debit,UPI,Success,43,56,11227
2100,237,562,94,1052,17931,Debit,UPI,Failed,25,168,17738
2101,352,235,57,771,1402,Credit,Debit Card,Success,13,27,1362
2102,153,655,212,723,11811,Debit,Net Banking,Success,25,167,11619
2103,195,402,244,400,6823,Credit,Debit Card,Failed,29,0,6794
2104,379,61,137,886,9417,Credit,UPI,Failed,1,64,9352
2105,479,139,252,972,1978,Debit,Net Banking,Failed,25,163,1790
2106,179,239,76,242,110,Debit,Cash,Failed,0,40,70
2107,345,12,169,798,3348,Debit,Credit Card,Success,8,84,3256
2108,13,46,91,962,9404,Credit,Cash,Success,23,176,9205
2109,168,170,115,848,1323,Debit,Debit Card,Success,7,8,1308
2110,328,643,128,844,702,Debit,UPI,Success,14,76,612
2111,313,333,186,499,7371,Debit,Cash,Success,24,124,7223
2112,399,436,14,621,5452,Credit,Debit Card,Success,47,18,5387
2113,376,220,29,995,5002,Credit,Net Banking,Failed,4,133,4865
2114,56,535,247,642,2866,Credit,Debit Card,Failed,19,103,2744
2115,24,594,163,483,379,Credit,UPI,Success,22,91,266
2116,312,139,168,718,14011,Debit,Net Banking,Failed,22,104,13885
2117,290,349,75,182,1250,Debit,Net Banking,Failed,7,132,1111
2118,114,592,15,370,5493,Debit,Debit Card,Failed,17,172,5304
2119,407,16,209,171,9336,Debit,Cash,Success,39,8,9289
2120,500,569,231,992,4190,Debit,UPI,Failed,4,169,4017
2121,352,538,33,600,3744,Debit,UPI,Failed,22,53,3669
2122,27,586,105,419,1491,Credit,Net Banking,Success,44,61,1386
2123,111,661,66,369,2471,Debit,Cash,Failed,49,94,2328
2124,229,358,14,1028,16729,Debit,Net Banking,Success,24,70,16635
2125,166,651,115,467,6706,Credit,Credit Card,Success,27,108,6571
2126,141,85,209,382,7752,Debit,Net Banking,Success,11,33,7708
2127,280,633,17,355,9193,Credit,Cash,Failed,17,69,9107
2128,179,503,165,215,6977,Debit,UPI,Failed,44,69,6864
2129,28,669,107,104,5409,Debit,UPI,Failed,26,149,5234
2130,268,448,85,278,3306,Debit,Net Banking,Success,24,140,3142
2131,23,90,135,436,6486,Credit,UPI,Success,44,60,6382
2132,169,70,171,991,5467,Debit,UPI,Failed,12,115,5340
2133,349,82,45,921,5707,Credit,Debit Card,Success,8,78,5621
2134,27,125,265,385,4315,Credit,UPI,Success,46,37,4232
2135,257,273,179,217,479,Debit,Net Banking,Success,13,75,391
2136,263,225,66,674,2095,Debit,Debit Card,Success,49,20,2026
2137,409,387,174,552,9297,Debit,UPI,Failed,8,25,9264
2138,259,216,68,947,8612,Debit,Credit Card,Success,8,175,8429
2139,60,394,225,311,4651,Debit,Net Banking,Failed,44,182,4425
2140,11,673,86,1072,10590,Debit,UPI,Failed,9,148,10433
2141,387,452,49,881,11526,Credit,Cash,Success,10,74,11442
2142,197,192,139,468,9977,Debit,Net Banking,Failed,25,187,9765
2143,248,489,141,1002,3213,Credit,Net Banking,Failed,7,149,3057
2144,216,565,176,513,5467,Debit,Debit Card,Success,50,106,5311
2145,436,691,222,417,8758,Debit,Net Banking,Failed,13,18,8727
2146,12,221,107,123,989,Credit,Debit Card,Failed,49,95,845
2147,371,695,70,842,8809,Credit,UPI,Failed,15,191,8603
2148,238,293,76,982,3729,Credit,Credit Card,Failed,6,170,3553
2149,383,202,159,996,3948,Debit,UPI,Failed,25,70,3853
2150,309,490,247,463,3425,Credit,Cash,Failed,42,103,3280
2151,359,579,61,842,4928,Debit,UPI,Failed,17,104,4807
2152,169,454,142,919,6615,Credit,UPI,Success,36,4,6575
2153,228,143,217,1007,9046,Debit,Debit Card,Success,1,40,9005
2154,161,157,119,883,10618,Credit,Cash,Failed,30,195,10393
2155,219,456,214,916,4106,Credit,Debit Card,Success,37,175,3894
2156,430,314,234,673,12762,Debit,Cash,Failed,15,39,12708
2157,160,279,15,213,8527,Credit,Debit Card,Success,32,12,8483
2158,403,400,87,1024,12423,Debit,Net Banking,Success,11,138,12274
2159,419,145,273,314,14469,Credit,UPI,Failed,7,46,14416
2160,199,615,183,239,9741,Debit,Net Banking,Failed,15,57,9669
2161,132,695,153,297,424,Credit,Cash,Failed,23,80,321
2162,162,637,173,1018,1078,Debit,Debit Card,Success,39,165,874
2163,451,413,177,1005,14340,Credit,Cash,Failed,43,55,14242
2164,147,333,180,628,2614,Credit,Cash,Failed,20,95,2499
2165,400,84,145,429,200,Debit,Net Banking,Success,32,26,142
2166,426,608,222,753,3612,Debit,UPI,Success,38,64,3510
2167,106,326,190,885,10108,Credit,Cash,Success,40,121,9947
2168,109,380,208,79,245,Debit,Credit Card,Failed,48,28,169
2169,380,247,298,247,1385,Credit,Net Banking,Failed,1,73,1311
2170,377,533,10,392,1826,Debit,UPI,Success,39,0,1787
2171,307,317,298,533,10113,Credit,Net Banking,Failed,1,124,9988
2172,286,12,228,890,10939,Credit,Credit Card,Failed,32,22,10885
2173,449,380,285,739,1745,Debit,Credit Card,Success,41,86,1618
2174,361,61,215,141,2313,Credit,UPI,Failed,29,81,2203
2175,241,449,163,540,8938,Debit,UPI,Success,12,103,8823
2176,315,211,277,695,3496,Debit,UPI,Success,11,102,3383
2177,287,595,44,314,7441,Credit,UPI,Failed,44,52,7345
2178,138,145,158,297,3624,Debit,Debit Card,Failed,46,25,3553
2179,288,376,87,946,5601,Credit,Cash,Failed,49,33,5519
2180,174,207,149,180,5655,Debit,UPI,Success,49,100,5506
2181,280,425,249,776,8209,Debit,Net Banking,Success,19,41,8149
2182,384,238,174,186,6521,Debit,Cash,Failed,8,134,6379
2183,159,348,222,858,4003,Debit,Net Banking,Success,28,153,3822
2184,115,298,111,598,5487,Credit,UPI,Success,41,182,5264
2185,153,421,272,92,4720,Debit,Credit Card,Failed,17,141,4562
2186,490,6,253,390,8521,Debit,Cash,Failed,34,31,8456
2187,281,490,248,171,4066,Debit,Net Banking,Failed,30,171,3865
2188,179,332,229,10,5032,Debit,Debit Card,Failed,42,47,4943
2189,469,622,277,475,5750,Credit,Credit Card,Success,50,29,5671
2190,4,338,149,647,16496,Credit,Debit Card,Failed,21,188,16287
2191,468,539,5,741,1738,Debit,Net Banking,Success,2,30,1706
2192,40,577,96,348,10693,Credit,Net Banking,Success,41,165,10487
2193,175,331,70,521,9517,Credit,Net Banking,Success,48,72,9397
2194,389,30,103,698,1749,Debit,Credit Card,Failed,32,86,1631
2195,480,94,181,314,2485,Debit,Credit Card,Failed,26,116,2343
2196,375,144,293,345,9161,Credit,Net Banking,Failed,26,46,9089
2197,344,26,65,844,2575,Credit,Debit Card,Failed,15,190,2370
2198,268,518,214,236,1401,Debit,Cash,Failed,3,149,1249
2199,90,645,261,653,11310,Debit,Credit Card,Failed,48,174,11088
2200,443,464,65,679,6857,Debit,Net Banking,Failed,8,48,6801
